59,37,64,78,46,91,18,17,21,22,87,74,20,0,89,66,69,52,9,79,98,7,96,27,31,58,97,94,25,55,48,10,90,85,19,6,8,77,76,61,92,60,50,86,26,34,11,82,54,28,2,99,84,24,35,23,83,71,73,56,33,45,42,70,51,47,40,13,95,38,29,67,80,68,44,16,14,62,5,41,30,88,3,65,15,93,57,63,39,53,1,43,72,49,81,12,75,32,4,36
6,57,8,24,19,80,76,54,22,91,18,74,64,87,21,17,37,78,46,53,20,0,50,82,86,34,45,70,40,47,89,66,75,4,39,38,67,69,52,9,79,98,7,96,27,72,84,92,2,60,31,58,11,97,94,99,55,68,25,61,29,85,48,10,28,90,33,56,26,59,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,63,1,43,95,51,81,12,77,13,49,32,36,42
59,37,64,78,46,91,18,17,21,22,87,74,20,0,89,25,69,52,9,79,98,7,96,27,31,58,97,6,54,45,70,99,94,66,55,48,10,90,77,76,61,92,60,50,86,26,85,34,19,56,8,11,82,33,28,2,42,40,47,51,13,95,38,29,84,67,80,24,68,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,39,63,1,43,81,12,32,53,72,49,75,4,36
86,50,47,34,6,57,51,70,45,24,8,19,64,78,46,80,91,18,17,95,76,54,21,22,87,53,74,37,20,0,89,66,4,39,38,67,69,52,94,58,9,79,98,7,96,27,72,84,92,2,60,11,97,31,99,55,68,25,61,29,85,48,10,28,75,90,33,56,26,59,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,63,1,43,49,81,12,32,36,77,40,13,42,82
86,50,47,34,6,57,51,70,45,24,8,19,64,78,46,80,91,18,17,95,76,54,21,22,87,53,74,37,20,0,89,66,4,39,38,67,69,52,31,58,9,79,98,7,96,27,72,84,92,2,60,11,97,94,40,85,99,68,25,55,48,61,29,10,28,75,90,33,56,26,59,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,63,1,43,49,81,12,32,36,77,13,42,82
33,86,19,26,56,6,11,8,85,34,61,59,76,97,31,10,90,22,48,0,91,7,79,55,96,18,74,64,25,87,21,69,17,35,98,37,78,52,9,20,58,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,23,89,83,71,73,57,60,82,54,63,50
17,37,98,34,6,57,51,70,45,24,87,21,18,91,25,48,64,20,9,46,74,0,10,90,22,76,61,60,28,42,40,47,49,1,43,32,75,94,81,36,92,66,39,53,86,50,16,59,26,85,19,56,8,11,82,54,33,99,77,12,13,95,38,29,67,80,68,72,84,2,31,58,97,44,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,63,4,27,7,79,55,96,52,89,69,78
59,75,64,78,46,91,18,17,21,22,87,74,20,0,89,66,69,52,9,79,98,7,96,27,31,58,97,25,55,48,10,90,85,19,6,8,77,76,61,92,60,50,86,26,34,56,11,82,54,33,28,94,99,45,70,2,42,40,47,51,13,95,38,84,29,67,80,24,68,44,16,14,62,5,41,30,88,3,65,15,93,35,23,83,71,73,57,63,53,37,4,39,72,49,12,1,43,81,32,36
33,86,19,26,56,6,11,8,85,34,61,59,76,90,97,22,31,10,48,0,91,7,79,55,96,18,74,64,25,87,21,69,17,35,98,37,78,52,9,20,58,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,23,89,83,71,73,57,60,82,54,63,50
19,33,26,34,8,60,6,85,61,59,76,90,97,31,22,10,50,86,48,91,7,0,79,55,96,18,74,64,25,89,87,21,69,17,35,23,9,58,98,37,78,52,20,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,77,99,70,2,42,40,47,51,45,28,13,95,38,29,4,36,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,57,63,54,82,56,11
33,19,26,34,8,60,6,85,61,59,76,90,97,31,22,10,50,86,48,91,7,0,79,55,96,18,74,64,25,89,87,21,69,17,35,23,9,58,98,37,78,52,20,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,57,63,54,82,56,11
78,25,46,91,18,17,21,87,7,27,60,19,29,61,10,90,30,62,5,3,73,83,71,74,37,20,0,89,66,4,39,38,67,69,52,9,79,98,16,14,44,22,76,59,50,86,26,34,56,6,82,54,96,72,84,92,2,31,58,97,48,55,64,11,45,94,99,42,70,40,47,51,77,95,80,68,85,28,75,33,8,24,49,63,53,1,43,32,12,81,36,13,57,41,88,65,15,93,35,23
56,19,26,34,8,80,24,60,6,85,61,59,76,90,97,31,22,44,10,16,14,50,62,48,5,41,91,7,0,79,30,88,55,96,18,74,3,64,65,25,15,87,93,21,69,17,98,35,37,23,78,52,89,83,9,71,20,73,58,46,27,92,57,66,63,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,51,95,38,47,99,40,2,70,13,42,45,28,54,82,33,11,84,67,29,86
17,23,37,98,87,21,18,35,3,64,25,15,62,48,5,91,27,31,73,20,58,9,83,71,46,74,0,16,14,10,44,90,97,22,76,61,59,92,60,50,86,26,85,34,19,56,6,8,11,82,54,33,28,2,45,42,70,40,99,47,51,77,95,38,29,84,67,80,53,39,68,72,75,94,4,66,7,79,55,96,52,24,49,63,1,43,32,12,81,36,13,57,41,88,30,65,89,69,93,78
6,8,56,50,60,86,19,26,85,34,61,59,76,90,97,22,31,10,48,0,91,7,79,55,96,18,74,64,25,87,21,69,17,35,98,37,78,52,9,20,58,46,27,92,66,39,53,1,43,72,49,68,81,94,12,75,32,4,36,77,99,70,2,42,40,47,51,45,28,13,95,38,29,84,67,80,24,44,16,14,62,5,41,30,88,3,65,15,93,23,89,83,71,73,57,63,54,82,33,11
47,34,6,57,51,70,45,24,61,59,76,90,97,31,22,10,50,86,48,91,7,0,79,55,96,18,74,64,25,89,87,21,69,17,35,23,9,58,98,37,78,52,20,46,27,92,66,39,53,8,19,80,95,54,75,4,38,67,72,84,2,60,11,94,99,68,29,85,28,33,56,26,44,16,14,62,5,41,30,88,3,65,15,93,83,71,73,63,1,43,49,81,12,32,36,77,40,13,42,82
